season,year,workout_number,workout_code,division,competition_gender,workout_type,workout_text,time_cap,standards_summary,workout_description_pdf,movement_standards_pdf,rx_scaled_scorecard_pdf,foundations_scorecard_pdf,equipment_free_scorecard_pdf,other_scorecard_links,quick_start,notes,tiebreak,equipment,page_url
Open,2021,1,21.1,,,,"For time:
1 wall walk
10 double-unders
3 wall walks
30 double-unders
6 wall walks
60 double-unders
9 wall walks
90 double-unders
15 wall walks
150 double-unders
21 wall walks
210 double-unders
Time cap: 15 min.",Time cap: 15 min.,,https://games-assets.crossfit.com/s3fs-public/2021-08/CrossFitGames_Rulebook.pdf,,https://s3.amazonaws.com/crossfitpubliccontent/2-Open21-1_ScoreStandards-RxScaledMasters-wnuey63get21.pdf,https://s3.amazonaws.com/crossfitpubliccontent/3-Open21-1_ScoreStandards-Foundations-47ednj763g.pdf,https://s3.amazonaws.com/crossfitpubliccontent/4-Open21-1_ScoreStandards-EquipFree-54sjduye7g23.pdf,,,,,,https://games.crossfit.com/workouts/open/2021/1
Open,2021,2,21.2,,,,"For time:
10 dumbbell snatches
15 burpee box jump-overs
20 dumbbell snatches
15 burpee box jump-overs
30 dumbbell snatches
15 burpee box jump-overs
40 dumbbell snatches
15 burpee box jump-overs
50 dumbbell snatches
15 burpee box jump-overs
50-lb. dumbbell, 24-in. box
Time cap: 20 min.",Time cap: 20 min.,,https://games-assets.crossfit.com/1-CFOpen21too-ComboScorecards-8763hdbhey352d.pdf,,https://s3.amazonaws.com/crossfitpubliccontent/2-RxScaledMast-21-2Open-j873hywgab1dgew9.pdf,https://s3.amazonaws.com/crossfitpubliccontent/3-Foundations-21-2Open-77rhehdbwet53s.pdf,https://s3.amazonaws.com/crossfitpubliccontent/4-EFree-21-2Open-llkdue7ywgbsv10h.pdf,,,,,,https://games.crossfit.com/workouts/open/2021/2
Open,2021,3,21.3,,,,"For total time:
15 front squats
30 toes-to-bars
15 thrusters
Then, rest 1 minute before continuing with:
15 front squats
30 chest-to-bar pull-ups
15 thrusters
Then, rest 1 minute before continuing with:
15 front squats
30 bar muscle-ups
15 thrusters
Workout 21.4 begins immediately upon completing or reaching the time cap for 21.3.
95 lb. for the front squats and thrusters
Time cap: 15 min.",Time cap: 15 min.,,https://games-assets.crossfit.com/1-21-3-Scorecards-ALL-sjnhey653bdge523da_0.pdf,,https://s3.amazonaws.com/crossfitpubliccontent/2-21-3-Scorecards-RxdScaledMasters-sjnhey653bdge523da.pdf,https://s3.amazonaws.com/crossfitpubliccontent/3-21-3-Scorecards-Foundations-sjnhey653bdge523da.pdf,https://s3.amazonaws.com/crossfitpubliccontent/4-21-3-Scorecards-EquipFree-sjnhey653bdge523da.pdf,,,,,,https://games.crossfit.com/workouts/open/2021/3
Open,2021,4,21.4,,,,"For total time:
15 front squats
30 toes-to-bars
15 thrusters
Rest 1 min.
15 front squats
30 chest-to-bar pull-ups
15 thrusters
Rest 1 min.
15 front squats
30 bar muscle-ups
15 thrusters
Workout 21.4 begins immediately upon
completing or reaching the time cap for 21.3.
♀ 65 lb.
♂ 95 lb.
Time cap: 15 min.
WORKOUT VARIATIONS
Rx’d (Ages 16-54)
♀ 65 lb.
♂ 95 lb.
Scaled (Ages 16-54)
♀ 45 lb., *perform hanging knee-raises, then chin-
over-bar pull-ups, then chest-to-bar pull-ups
♂ 65 lb., *perform hanging knee-raises, then chin-
over-bar pull-ups, then chest-to-bar pull-ups
15 FRONT SQUATS 15
30 TOES-TO-BARS 45
15 THRUSTERS 60
REST 1 MINUTE TIME
15 FRONT SQUATS 75
30 CHEST-TO-BAR PULL-UPS 105
15 THRUSTERS 120
REST 1 MINUTE TIME
15 FRONT SQUATS 135
30 BAR MUSCLE-UPS 165
15 THRUSTERS 180
IMMEDIATELY START 21.4 TIME
Teenagers 14-15
♀ 45 lb.
♂ 65 lb.
Scaled Teenagers 14-15
♀ 35 lb., *perform hanging knee-raises, then chin-
over-bar pull-ups, then chest-to-bar pull-ups
♂ 45 lb., *perform hanging knee-raises, then chin-
over-bar pull-ups, then chest-to-bar pull-ups
Masters 55+
♀ 45 lb., *perform toes-to-bars, then chin-over-
bar pull-ups, then chest-to-bar pull-ups
♂ 65 lb., *perform toes-to-bars, then chin-over-
bar pull-ups, then chest-to-bar pull-ups
Scaled Masters 55+
♀ 35 lb., *perform sit-ups, then jumping pull-ups,
then chin-over-bar pull-ups
♂ 45 lb., *perform sit-ups, then jumping pull-ups,
then chin-over-bar pull-ups
SCORECARD (RX’D AND SCALED)
Presented by
© 2021 CrossFit, LLC and CrossFit are registered trademarks, and 3,2,1...Go!, Fittest on Earth and Sport of Fitness are trademarks of CrossFit, LLC. All Rights Reserved.
OPEN WEEK 3
12:00 PT THURSDAY, MARCH 25, THROUGH 17:00 PT MONDAY, MARCH 29
Y / NJudgeWorkout Location
I confirm the information above accurately represents the athlete’s performance for this workout.
I confirm the information above accurately represents the athlete’s performance for this workout.
Judge Name
Athlete Signature
Judge Signature
Date
Date
Athlete Name
Print
Has judge passed CrossFit’s
Online Judges Course?
Athlete Copy
Affiliate Copy
WORKOUT 21.4
Y / NJudgeWorkout Location
Judge Name
Athlete Name
Print
Has judge passed CrossFit’s
Online Judges Course?
Heaviest Load (in Pounds)
Heaviest Load (in Pounds)
WORKOUT 21.4
Complete the following complex for
max load:
1 deadlift
1 clean
1 hang clean
1 jerk
Time begins immediately following the
completion of 21.3.
Time cap: 7 min.
21.3 TO 21.4 TIMING EXAMPLES
21.3 ends add 7 minutes 21.4 ends
10:00 7:00 17:00
11:25 7:00 18:25
12:15 7:00 19:15
LOAD (WEIGHT IN LB.)
ATTEMPT 1
ATTEMPT 2
ATTEMPT 3
ATTEMPT 4
ATTEMPT 5
ATTEMPT 6
ATTEMPT 7
ATTEMPT 8
ATTEMPT 9
ATTEMPT 10
21.3 Time or Reps (for Tiebreak)
21.3 Time or Reps (for Tiebreak)
SCORECARD (FOUNDATIONS)
© 2021 CrossFit, LLC and CrossFit are registered trademarks, and 3,2,1...Go!, Fittest on Earth and Sport of Fitness are trademarks of CrossFit, LLC. All Rights Reserved.
OPEN WEEK 3
12:00 PT THURSDAY, MARCH 25, THROUGH 17:00 PT MONDAY, MARCH 29
3resented by
Y / NJudgeWorkout Location
I confirm the information above accurately represents the athlete’s performance for this workout.
I confirm the information above accurately represents the athlete’s performance for this workout.
-udge 1ame
Athlete 6ignature
-udge 6ignature
Date
Date
Athlete Name
Print
+as Mudge passed CrossFit’s
2nline -udges Course""
Athlete Copy
Affiliate Copy
WORKOUT 21.3 - FOUNDATIONS Time OR Reps at 15 Minutes
Y / NJudgeWorkout Location
-udge 1ame
Athlete Name
Print
+as Mudge passed CrossFit’s
2nline -udges Course""
Time OR Reps at 15 Minutes
WORKOUT 21.3 - FOUNDATIONS
For total time
15 air squats
30 sit-ups
15 thrusters with stick
5est 1 min.
15 air squats
30 dumbbell rows, 10 lb.
15 left, 15 right
15 thrusters with stick
5est 1 min.
15 air squats
30 push-ups
15 thrusters with stick
1. begins immediately upon completing
or reaching the time cap for 1.3.
To modify the squat and thruster, complete a sit-to-
stand from a chair.
To modify the sit-up, reduce the range of motion and
touch the knees.
Instead of a dumbbell, you can use a household object
for the dumbbell row.
If you have two dumbbells, you can complete the rows
with both hands at the same time.
To modify the push-up, perform from the knees or
elevate the hands.
Time cap: 15 min.
15 AIR SQUATS
15
30 SIT-UPS
45
15 THRUSTERS
60
REST 1 MINUTE TIME
15 AIR SQUATS
75
30 DUMBBELL ROWS
(15 LEFT, 15 RIGHT) 105
15 THRUSTERS
120
REST 1 MINUTE TIME
15 AIR SQUATS
135
30 PUSH-UPS
165
15 THRUSTERS
180
IMMEDIATELY START 21.4 TIME
Tiebreak Time
Tiebreak Time
SCORECARD (FOUNDATIONS)
Presented by
© 2021 CrossFit, LLC and CrossFit are registered trademarks, and 3,2,1...Go!, Fittest on Earth and Sport of Fitness are trademarks of CrossFit, LLC. All Rights Reserved.
OPEN WEEK 3
12:00 PT THURSDAY, MARCH 25, THROUGH 17:00 PT MONDAY, MARCH 29
Y / NJudgeWorkout Location
I confirm the information above accurately represents the athlete’s performance for this workout.
I confirm the information above accurately represents the athlete’s performance for this workout.
Judge Name
Athlete Signature
Judge Signature
Date
Date
Athlete Name
Print
Has judge passed CrossFit’s
Online Judges Course?
Athlete Copy
Affiliate Copy
WORKOUT 21.4 - FOUNDATIONS
Y / NJudgeWorkout Location
Judge Name
Athlete Name
Print
Has judge passed CrossFit’s
Online Judges Course?
21.3 TO 21.4 TIMING EXAMPLES
21.3 ends 21.4 starts 21.4 ends
10:00 10:00 17:00
13:30 13:30 20:30
14:25 14:25 21:25
15:00 15:00 22:00
WORKOUT 21.4 - FOUNDATIONS
Complete the complex for load and
technique:
1 deadlift
1 clean
1 hang clean
1 push press
Time begins immediately following the
completion of 21.3.
Start with the stick and only add load if
technique is sound.
If performing this workout without a coach,
err on the side of safety and don’t worry
about adding load as you go.
Time cap: 7 min.
LOAD (WEIGHT IN LB.)
ATTEMPT 1
ATTEMPT 2
ATTEMPT 3
ATTEMPT 4
ATTEMPT 5
ATTEMPT 6
ATTEMPT 7
ATTEMPT 8
ATTEMPT 9
ATTEMPT 10
Heaviest Load (in pounds)
Heaviest Load (in pounds)
21.3 Time or Reps (for Tiebreak)
21.3 Time or Reps (for Tiebreak)
SCORECARD (EQUIPMENT FREE)
© 2021 CrossFit, LLC and CrossFit are registered trademarks, and 3,2,1...Go!, Fittest on Earth and Sport of Fitness are trademarks of CrossFit, LLC. All Rights Reserved.
OPEN WEEK 3
12:00 PT THURSDAY, MARCH 25, THROUGH 17:00 PT MONDAY, MARCH 29
Presented by
Y / NJudgeWorkout Location
I confirm the information above accurately represents the athlete’s performance for this workout.
I confirm the information above accurately represents the athlete’s performance for this workout.
Judge Name
Athlete Signature
Judge Signature
Date
Date
Athlete Name
Print
Has judge passed CrossFit’s
Online Judges Course?
Athlete Copy
Affiliate Copy
WORKOUT 21.3 - EQUIPMENT FREE Time OR Reps at 15 Minutes
Y / NJudgeWorkout Location
Judge Name
Athlete Name
Print
Has judge passed CrossFit’s
Online Judges Course?
Time OR Reps at 15 Minutes
Tiebreak Time
Tiebreak Time
WORKOUT 21.3
EQUIPMENT FREE 30 AIR SQUATS
30
30 V-UPS
60
30 THRUSTERS
90
REST 1 MIN. TIME
30 AIR SQUATS
120
30 DIPS
150
30 THRUSTERS
180
REST 1 MIN. TIME
30 AIR SQUATS
210
30 HANDSTAND PUSH-UPS
240
30 THRUSTERS
270
REST 2 MIN. THEN START 21.4 TIME
For total time:
30 air squats
30 V-ups
30 thrusters with a stick or PVC pipe
Rest 1 min.
30 air squats
30 dips
30 thrusters with a stick or PVC pipe
Rest 1 min.
30 air squats
30 handstand push-ups
30 thrusters with a stick or PVC pipe
Rest 2 min. before beginning 21.4.
21.4 begins exactly 2 min. after
completing or reaching the time cap
for 21.3.
Time cap: 15 min.
SCORECARD (EQUIPMENT FREE)
Presented by
© 2021 CrossFit, LLC and CrossFit are registered trademarks, and 3,2,1...Go!, Fittest on Earth and Sport of Fitness are trademarks of CrossFit, LLC. All Rights Reserved.
OPEN WEEK 3
12:00 PT THURSDAY, MARCH 25, THROUGH 17:00 PT MONDAY, MARCH 29
Y / NJudgeWorkout Location
I confirm the information above accurately represents the athlete’s performance for this workout.
I confirm the information above accurately represents the athlete’s performance for this workout.
Judge Name
Athlete Signature
Judge Signature
Date
Date
Athlete Name
Print
Has judge passed CrossFit’s
Online Judges Course?
Athlete Copy
Affiliate Copy
WORKOUT 21.4 - EQUIPMENT FREE
Y / NJudgeWorkout Location
Judge Name
Athlete Name
Print
Has judge passed CrossFit’s
Online Judges Course?
20 ALTERNATING
SINGLE-LEG SQUATS
20 ALTERNATING
SHOULDER TAPS
ROUND 1
20 40
ROUND 2
60 80
ROUND 3
100 120
ROUND 4
140 160
ROUND 5
180 200
ROUND 6 220 240
ROUND 7
260 280
ROUND 8
300 320
ROUND 9
340 360
ROUND 10
380 400
WORKOUT 21.4 - EQUIPMENT FREE
Starting exactly 2 min. after 21.3,
complete the following:
As many rounds and reps as possible
in 5 min. of:
20 alternating single-leg squats
20 alternating shoulder taps in a
freestanding handstand
21.3 TO 21.4 TIMING EXAMPLES
21.3 ends
Rest 2 minutes
21.4 starts 21.4 ends
8:00 10:00 15:00
9:00 11:00 16:00
10:00 12:00 17:00
11:00 13:00 18:00
12:00 14:00 19:00
13:00 15:00 20:00
14:00 16:00 21:00
15:00 17:00 22:00
Reps at 5 Minutes
Reps at 5 Minutes
21.3 Time or Reps (for Tiebreak)
21.3 Time or Reps (for Tiebreak)
SCORECARD (ADAPTIVE)
© 2021 CrossFit, LLC and CrossFit are registered trademarks, and 3,2,1...Go!, Fittest on Earth and Sport of Fitness are trademarks of CrossFit, LLC. All Rights Reserved.
OPEN WEEK 3
12:00 PT THURSDAY, MARCH 25, THROUGH 17:00 PT MONDAY, MARCH 29
Presented by
Y / NJudgeWorkout Location
I confirm the information above accurately represents the athlete’s performance for this workout.
I confirm the information above accurately represents the athlete’s performance for this workout.
Judge Name
Athlete Signature
Judge Signature
Date
Date
Athlete Name
Print
Has judge passed CrossFit’s
Online Judges Course?
Athlete Copy
Affiliate Copy
WORKOUT 21.3 - ADAPTIVE - UPPER EXTREMITY Time OR Reps at 15 Minutes
Y / NJudgeWorkout Location
Judge Name
Athlete Name
Print
Has judge passed CrossFit’s
Online Judges Course?
Time OR Reps at 15 Minutes
Tiebreak Time
Tiebreak Time
15 SINGLE-DUMBBELL
FRONT SQUATS 15
30 V-UPS
45
15 SINGLE-DUMBBELL
THRUSTERS 60
REST 1 MINUTE TIME
15 SINGLE-DUMBBELL
FRONT SQUATS 75
30 JUMPING
PULL-UPS 105
15 SINGLE-DUMBBELL
THRUSTERS 120
REST 1 MINUTE TIME
15 SINGLE-DUMBBELL
FRONT SQUATS 135
30
JUMPING
CHEST-TO- BAR
PULL-UPS 165
15 SINGLE-DUMBBELL
THRUSTERS 180
IMMEDIATELY START 21.4 TIME
WORKOUT 21.3
ADAPTIVE - UPPER EXTREMITY
For total time:
15 single-dumbbell front squats
30 V-ups
15 single-dumbbell thrusters
Rest 1 min.
15 single-dumbbell front squats
30 jumping pull-ups
15 single-dumbbell thrusters
Rest 1 min.
15 single-dumbbell front squats
30 jumping chest-to-bar pull-ups
15 single-dumbbell thrusters
21.4 begins immediately upon completing
or reaching the time cap for 21.3.
♀20-lb. dumbbell
♂35-lb. dumbbell
Time cap: 15 min.
SCORECARD (ADAPTIVE)
Presented by
© 2021 CrossFit, LLC and CrossFit are registered trademarks, and 3,2,1...Go!, Fittest on Earth and Sport of Fitness are trademarks of CrossFit, LLC. All Rights Reserved.
OPEN WEEK 3
12:00 PT THURSDAY, MARCH 25, THROUGH 17:00 PT MONDAY, MARCH 29
Y / NJudgeWorkout Location
I confirm the information above accurately represents the athlete’s performance for this workout.
I confirm the information above accurately represents the athlete’s performance for this workout.
Judge Name
Athlete Signature
Judge Signature
Date
Date
Athlete Name
Print
Has judge passed CrossFit’s
Online Judges Course?
Athlete Copy
Affiliate Copy
WORKOUT 21.4 - ADAPTIVE - UPPER EXTREMITY
Y / NJudgeWorkout Location
Judge Name
Athlete Name
Print
Has judge passed CrossFit’s
Online Judges Course?
Heaviest Load (in Pounds)
Heaviest Load (in Pounds)
21.3 TO 21.4 TIMING EXAMPLES
21.3 ends add 7 minutes 21.4 ends
10:00 7:00 17:00
11:25 7:00 18:25
12:15 7:00 19:15
LOAD (WEIGHT IN LB.)
ATTEMPT 1
ATTEMPT 2
ATTEMPT 3
ATTEMPT 4
ATTEMPT 5
ATTEMPT 6
ATTEMPT 7
ATTEMPT 8
ATTEMPT 9
ATTEMPT 10
21.3 Time or Reps (for Tiebreak)
21.3 Time or Reps (for Tiebreak)
WORKOUT 21.4
ADAPTIVE - UPPER EXTREMITY
Complete the following for max
load:
4-rep-max back squat
Time begins immediately following the
completion of 21.3.
Time cap: 7 min.",Time cap: 15 min.,"♀ 65 lb.
♂ 95 lb.
♀ 45 lb., *perform hanging knee-raises, then chin-
♂ 65 lb., *perform hanging knee-raises, then chin-
♀ 45 lb.
♂ 65 lb.
♀ 35 lb., *perform hanging knee-raises, then chin-
♂ 45 lb., *perform hanging knee-raises, then chin-
♀ 45 lb., *perform toes-to-bars, then chin-over-
♂ 65 lb., *perform toes-to-bars, then chin-over-
♀ 35 lb., *perform sit-ups, then jumping pull-ups,
♂ 45 lb., *perform sit-ups, then jumping pull-ups,
30 dumbbell rows, 10 lb.
♀20-lb. dumbbell
♂35-lb. dumbbell",https://games-assets.crossfit.com/1-21-3-Scorecards-ALL-sjnhey653bdge523da.pdf,,https://s3.amazonaws.com/crossfitpubliccontent/2-21-3-Scorecards-RxdScaledMasters-sjnhey653bdge523da.pdf,https://s3.amazonaws.com/crossfitpubliccontent/3-21-3-Scorecards-Foundations-sjnhey653bdge523da.pdf,https://s3.amazonaws.com/crossfitpubliccontent/4-21-3-Scorecards-EquipFree-sjnhey653bdge523da.pdf,,,,,,https://games.crossfit.com/workouts/open/2021/4
Open,2022,1,22.1,,,,"Complete as many rounds as possible in 15 minutes of:
3 wall walks
12 dumbbell snatches
15 box jump-overs
35-lb dumbbell, 20-in box",,,https://games-assets.crossfit.com/s3fs-public/2022-02/CFG22%2022.1%20Scorecard_Rx-Scaled_V10.pdf,,https://s3.amazonaws.com/crossfitpubliccontent/CFG22-1_Scorecard8435_Rx-Scaled-sn77ehdys-3e.pdf,https://s3.amazonaws.com/crossfitpubliccontent/CFG22-1_Scorecard8435_Foundations-sn77ehdys-3e.pdf,,,,,,,https://games.crossfit.com/workouts/open/2022/1
Open,2022,2,22.2,,,,"1-2-3-4-5-6-7-8-9-10-9-8-7-6-5-4-3-2-1 reps for time of:
Deadlifts
Bar-facing burpees
155-lb barbell
Time cap: 10 minutes",Time cap: 10 minutes,,https://games-assets.crossfit.com/s3fs-public/2022-03/CFG22%2022.2%20Scorecard_Rx-Scaled_V8.pdf,,https://s3.amazonaws.com/crossfitpubliccontent/Open-22-2-cArd_ienhd763w5dgt_Rx-Scaled.pdf,https://s3.amazonaws.com/crossfitpubliccontent/Open-22-2-cArd_ienhd763w5dgt_Foundations.pdf,,,,,,,https://games.crossfit.com/workouts/open/2022/2
Open,2022,3,22.3,,,,"For time:
21 pull-ups
42 double-unders
21 thrusters (weight 1)
18 chest-to-bar pull-ups
36 double-unders
18 thrusters (weight 2)
15 bar muscle-ups
30 double-unders
15 thrusters (weight 3)
65 lb, then 75 lb, then 85 lb
Time cap: 12 minutes",Time cap: 12 minutes,,https://games-assets.crossfit.com/s3fs-public/2022-03/CFG22_22.3_Scorecard_Rx-Scaled_asodifnsoidnf.pdf,,https://s3.amazonaws.com/crossfitpubliccontent/Open22three-Scorecard-dhn763wgSdr_Rx-Scaled.pdf,https://s3.amazonaws.com/crossfitpubliccontent/Open22three-Scorecard-dhn763wgSdr_Foundations.pdf,,,,,,,https://games.crossfit.com/workouts/open/2022/3
Open,2023,1,23.1,,,,"Complete as many reps as possible in 14 minutes of:
60-calorie row
50 toes-to-bars
40 wall-ball shots
30 cleans
20 muscle-ups
♀
14-lb ball to 9-ft target, 95-lb cleans
♂
20-lb ball to 10-ft target, 135-lb cleans",,"♀
14-lb ball to 9-ft target, 95-lb cleans
♂
20-lb ball to 10-ft target, 135-lb cleans",https://games-assets.crossfit.com/s3fs-public/2023-02/CFG23%2023.1%20Scorecard_Rx-Scaled_ca9s8cn9w.pdf,,https://games-assets.crossfit.com/s3fs-public/2023-02/CFG23%2023.1%20Scorecard_Rx-Scaled_ca9s8cn9w.pdf,https://games-assets.crossfit.com/s3fs-public/2023-02/CFG23%2023.1%20Scorecard_Foundations_9f83h94.pdf,,,,,,,https://games.crossfit.com/workouts/open/2023/1
Open,2023,2,23.2,,,,"Complete as many reps as possible in 15 minutes of:
5 burpee pull-ups
10 shuttle runs (1 rep = 25 ft out/25 ft back)
*Add 5 burpee pull-ups after each round.
23.2B:
Immediately following 23.2A, athletes will have 5 minutes to establish:
1-rep-max thruster (from the floor)",,,https://games-assets.crossfit.com/s3fs-public/2023-02/CFG23%2023.2%20Scorecard_Rx-Scaled_98tuyftf.pdf,,https://games-assets.crossfit.com/s3fs-public/2023-02/CFG23%2023.2%20Scorecard_Rx-Scaled_98tuyftf.pdf,https://games-assets.crossfit.com/s3fs-public/2023-02/CFG23%2023.2%20Scorecard_Foundations_98giuyf.pdf,,,,,,,https://games.crossfit.com/workouts/open/2023/2
Open,2023,3,23.3,,,,"complete as many reps as possible of:
5 wall walks
50 double-unders
15 snatches (weight 1)
5 wall walks
50 double-unders
12 snatches (weight 2)
*If completed before the 6-minute time
cap, add 3 minutes to the time cap and
complete:
20 strict handstand push-ups
50 double-unders
9 snatches (weight 3)
*If completed before the 9-minute time
cap, add 3 minutes to the time cap and
complete:
20 strict handstand push-ups
50 double-unders
6 snatches (weight 4)
♀65 lb, 95 lb, 125 lb, 155 lb
♂95 lb, 135 lb, 185 lb, 225 lb",,"♀65 lb, 95 lb, 125 lb, 155 lb
♂95 lb, 135 lb, 185 lb, 225 lb",https://games-assets.crossfit.com/s3fs-public/2023-03/CFG23%2023.3%20Scorecard_Rx-Scaled_298h4f92.pdf,,https://games-assets.crossfit.com/s3fs-public/2023-03/CFG23%2023.3%20Scorecard_Rx-Scaled_298h4f92.pdf,https://games-assets.crossfit.com/s3fs-public/2023-03/CFG23%2023.3%20Scorecard_Foundations_f9384hf9.pdf,,,,,,,https://games.crossfit.com/workouts/open/2023/3
Open,2024,1,24.1,,,,"For time:
21 dumbbell snatches, arm 1
21 lateral burpees over dumbbell
21 dumbbell snatches, arm 2
21 lateral burpees over dumbbell
15 dumbbell snatches, arm 1
15 lateral burpees over dumbbell
15 dumbbell snatches, arm 2
15 lateral burpees over dumbbell
9 dumbbell snatches, arm 1
9 lateral burpees over dumbbell
9 dumbbell snatches, arm 2
9 lateral burpees over dumbbell
*Time cap: 15 minutes
♀ 35-lb (15-kg) dumbbell
♂ 50-lb (22.5-kg) dumbbell",*Time cap: 15 minutes,"♀ 35-lb (15-kg) dumbbell
♂ 50-lb (22.5-kg) dumbbell",https://games-assets.crossfit.com/s3fs-public/2024-02/CFG24%20Open%2024.1%20Scorecard_aosdifw0.pdf,,https://games-assets.crossfit.com/s3fs-public/2024-02/CFG24%20Open%2024.1%20Scorecard_aosdifw0.pdf,https://games-assets.crossfit.com/s3fs-public/2024-02/CFG24%20Open%2024.1%20Scorecard_Foundations_asodivnsoidn.pdf,,,"Start standing tall with your back to the dumbbell.
After the call of “Go,” pick up the dumbbell and complete 21 dumbbell snatches with one arm.
Then complete 21 lateral burpees over the dumbbell.
Next, complete 21 dumbbell snatches with your other arm.
Then complete another 21 lateral burpees over the dumbbell.
Repeat this sequence for 15 reps and then 9 reps of each movement.
Time stops after the final burpee when both feet touch the ground on the opposite side of the dumbbell.
Your score will be the total time it takes to complete all reps or the number of reps completed within the 15-minute time cap.","You may start the rounds of 15 and 9 snatches with either arm.
You may NOT switch arms in the middle of a set of snatches.
There is no required floor plan for this workout.
Record the time after completing the round of 21s and then again after completing the round of 15s. If you do not complete the workout before the time cap, one of these is your tiebreak time. The athlete who completed the previous section faster wins the tie.
If the workout is completed before the time cap, there is no tiebreak.
Gymnastics grips are NOT allowed during this workout.",,1 dumbbell,https://games.crossfit.com/workouts/open/2024/1
Open,2024,2,24.2,,,,"Start seated on the rower with hands off the paddle.
At the call of “Go,” row 300 meters.
Then complete 10 deadlifts.
Finish the round by completing 50 double-unders.
Continue the sequence of rowing, deadlifts, and double-unders for 20 minutes.
Your score will be the total number of reps completed in 20 minutes.",,,https://games-assets.crossfit.com/s3fs-public/2024-03/CFG24%20Open%2024.2%20Scorecard_owienfowein.pdf,,https://games-assets.crossfit.com/s3fs-public/2024-03/CFG24%20Open%2024.2%20Scorecard_owienfowein.pdf,https://games-assets.crossfit.com/s3fs-public/2024-03/CFG24%20Open%2024.2%20Scorecard_Foundations_0s9dfjasod.pdf,,,"Start seated on the rower with hands off the paddle.
At the call of “Go,” row 300 meters.
Then complete 10 deadlifts.
Finish the round by completing 50 double-unders.
Continue the sequence of rowing, deadlifts, and double-unders for 20 minutes.
Your score will be the total number of reps completed in 20 minutes.","There is no required floor plan.
Gymnastics grips are NOT allowed during this workout.
Athletes may receive assistance resetting the rower between rounds.
There is no tiebreak.
During the row, 10 meters = 1 rep, rounded down (e.g., 237 meters = 23 reps).
If time expires during the row, record your score when the monitor has come to rest.",,"Barbell, plates, and collars.
Concept2 rower. No other type of rower is allowed.
Jump rope.",https://games.crossfit.com/workouts/open/2024/2
Open,2024,3,24.3,,,,"Start under the pull-up bar.
At “Go,” move to the barbell and complete 10 thrusters at the lighter weight.
Then complete 10 chest-to-bar pull-ups. Repeat this couplet for 5 rounds.
After completing the final chest-to-bar pull-up in round 5, rest for no less than 1 minute.
Return under the pull-up bar. After the 1-minute rest, move to the barbell.
Complete 5 rounds of 7 thrusters at the heavier weight and 7 bar muscle-ups.
Time stops at the completion of the last bar muscle-up.",,,https://games-assets.crossfit.com/s3fs-public/2024-03/CFG24%20Open%2024.3%20Scorecard_w0e9jfsoidnf.pdf,,https://games-assets.crossfit.com/s3fs-public/2024-03/CFG24%20Open%2024.3%20Scorecard_w0e9jfsoidnf_4.pdf,https://games-assets.crossfit.com/s3fs-public/2024-03/CFG24%20Open%2024.3%20Scorecard_Foundations_aosdifnowien.pdf,,,"Start under the pull-up bar.
At “Go,” move to the barbell and complete 10 thrusters at the lighter weight.
Then complete 10 chest-to-bar pull-ups. Repeat this couplet for 5 rounds.
After completing the final chest-to-bar pull-up in round 5, rest for no less than 1 minute.
Return under the pull-up bar. After the 1-minute rest, move to the barbell.
Complete 5 rounds of 7 thrusters at the heavier weight and 7 bar muscle-ups.
Time stops at the completion of the last bar muscle-up.","Start the timer at “Go.” The timer DOES NOT STOP during the 1-minute rest.
The barbell MUST be placed at least 5 feet away from the pull-up bar for safety.
Athletes may have assistance changing the barbell load or two bars may be used.
If time-capped, your score will be the total number of reps completed.
A tiebreak time will be recorded after you complete 5 rounds of thrusters and chest-to-bar pull-ups. If you do not complete the workout before the time cap, this is your tiebreak time. The athlete who completed the first 5 rounds the fastest wins the tie.
If the workout is completed before the time cap, there is no tiebreaker.",,"Barbell, plates, collars.
Pull-up bar.
Using tape on the pull-up bar AND gymnastics grips at the same time is NOT allowed.
Tape, cones, or any other object should be used to indicate the barbell is placed 5 feet away from the pull-up bar.",https://games.crossfit.com/workouts/open/2024/3
